"ngay_mo_phong","sku","ten_san_pham","nhan_hang","nhom_hang","quy_cach","don_vi","gia_vnd","vi_tri_ke","vi_tri_kho","bao_quan","ma_lo","ngay_san_xuat","ngay_nhap","han_su_dung","kho_du_tru","ke_ban","cho_len_ke","dang_tren_xe","cach_ly_hong","cach_ly_het_han"
"2026-09-14","SKU-2400","Găng tay gia dụng 2 đôi","An Gia","Giấy & đồ dùng gia đình","2 đôi","gói","51000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2400-L02","2026-08-05","2026-09-11","","13","6","0","0","0","0"
"2026-09-14","SKU-2400","Găng tay gia dụng 2 đôi","An Gia","Giấy & đồ dùng gia đình","2 đôi","gói","51000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2400-L03","2026-07-26","2026-09-09","","9","0","0","0","0","0"
"2026-09-14","SKU-2401","Ly giấy 20 cái","An Gia","Giấy & đồ dùng gia đình","20 cái","gói","52000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2401-L01","2026-08-15","2026-09-13","","6","14","0","0","0","0"
"2026-09-14","SKU-2401","Ly giấy 20 cái","An Gia","Giấy & đồ dùng gia đình","20 cái","gói","52000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2401-L02","2026-08-05","2026-09-11","","17","8","0","0","0","0"
"2026-09-14","SKU-2401","Ly giấy 20 cái","An Gia","Giấy & đồ dùng gia đình","20 cái","gói","52000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2401-L03","2026-07-26","2026-09-09","","11","0","0","0","0","0"
"2026-09-14","SKU-2402","Ống hút giấy 20 cái","An Gia","Giấy & đồ dùng gia đình","20 cái","gói","45000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2402-L01","2026-08-15","2026-09-13","","1","4","0","0","0","0"
"2026-09-14","SKU-2402","Ống hút giấy 20 cái","An Gia","Giấy & đồ dùng gia đình","20 cái","gói","45000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2402-L02","2026-08-05","2026-09-11","","4","2","0","0","0","0"
"2026-09-14","SKU-2402","Ống hút giấy 20 cái","An Gia","Giấy & đồ dùng gia đình","20 cái","gói","45000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2402-L03","2026-07-26","2026-09-09","","4","0","0","0","0","0"
"2026-09-14","SKU-2403","Giấy vệ sinh cuộn 6 cuộn","An Gia","Giấy & đồ dùng gia đình","6 cuộn","gói","62000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2403-L01","2026-08-15","2026-09-13","","2","5","0","0","0","0"
"2026-09-14","SKU-2403","Giấy vệ sinh cuộn 6 cuộn","An Gia","Giấy & đồ dùng gia đình","6 cuộn","gói","62000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2403-L02","2026-08-05","2026-09-11","","5","2","0","0","0","0"
"2026-09-14","SKU-2403","Giấy vệ sinh cuộn 6 cuộn","An Gia","Giấy & đồ dùng gia đình","6 cuộn","gói","62000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2403-L03","2026-07-26","2026-09-09","","3","0","0","0","0","0"
"2026-09-14","SKU-2404","Khăn giấy hộp 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","63000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2404-L01","2026-08-15","2026-09-13","","2","5","0","0","0","0"
"2026-09-14","SKU-2404","Khăn giấy hộp 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","63000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2404-L02","2026-08-05","2026-09-11","","5","3","0","0","0","0"
"2026-09-14","SKU-2404","Khăn giấy hộp 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","63000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2404-L03","2026-07-26","2026-09-09","","4","0","0","0","0","0"
"2026-09-14","SKU-2405","Khăn giấy rút 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","64500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2405-L01","2026-08-15","2026-09-13","","2","6","0","0","0","0"
"2026-09-14","SKU-2405","Khăn giấy rút 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","64500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2405-L02","2026-08-05","2026-09-11","","6","3","0","0","0","0"
"2026-09-14","SKU-2405","Khăn giấy rút 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","64500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2405-L03","2026-07-26","2026-09-09","","4","0","0","0","0","0"
"2026-09-14","SKU-2406","Khăn giấy bỏ túi 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","65500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2406-L01","2026-08-15","2026-09-13","","7","11","0","0","0","0"
"2026-09-14","SKU-2406","Khăn giấy bỏ túi 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","65500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2406-L02","2026-08-05","2026-09-11","","19","7","0","0","0","0"
"2026-09-14","SKU-2406","Khăn giấy bỏ túi 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","65500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2406-L03","2026-07-26","2026-09-09","","13","0","0","0","0","0"
"2026-09-14","SKU-2407","Giấy lau bếp 6 cuộn","An Gia","Giấy & đồ dùng gia đình","6 cuộn","gói","66500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2407-L01","2026-08-15","2026-09-13","","2","7","0","0","0","0"
"2026-09-14","SKU-2407","Giấy lau bếp 6 cuộn","An Gia","Giấy & đồ dùng gia đình","6 cuộn","gói","66500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2407-L02","2026-08-05","2026-09-11","","7","4","0","0","0","0"
"2026-09-14","SKU-2407","Giấy lau bếp 6 cuộn","An Gia","Giấy & đồ dùng gia đình","6 cuộn","gói","66500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2407-L03","2026-07-26","2026-09-09","","5","0","0","0","0","0"
"2026-09-14","SKU-2408","Túi rác cỡ nhỏ 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","68000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2408-L01","2026-08-15","2026-09-13","","3","8","0","0","0","0"
"2026-09-14","SKU-2408","Túi rác cỡ nhỏ 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","68000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2408-L02","2026-08-05","2026-09-11","","7","4","0","0","0","0"
"2026-09-14","SKU-2408","Túi rác cỡ nhỏ 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","68000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2408-L03","2026-07-26","2026-09-09","","5","0","0","0","0","0"
"2026-09-14","SKU-2409","Túi rác cỡ vừa 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","61000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2409-L01","2026-08-15","2026-09-13","","3","8","0","0","0","0"
"2026-09-14","SKU-2409","Túi rác cỡ vừa 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","61000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2409-L02","2026-08-05","2026-09-11","","8","5","0","0","0","0"
"2026-09-14","SKU-2409","Túi rác cỡ vừa 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","61000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2409-L03","2026-07-26","2026-09-09","","5","0","0","0","0","0"
"2026-09-14","SKU-2410","Túi rác cỡ lớn 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","62000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2410-L01","2026-08-15","2026-09-13","","3","9","0","0","0","0"
"2026-09-14","SKU-2410","Túi rác cỡ lớn 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","62000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2410-L02","2026-08-05","2026-09-11","","8","5","0","0","0","0"
"2026-09-14","SKU-2410","Túi rác cỡ lớn 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","62000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2410-L03","2026-07-26","2026-09-09","","6","0","0","0","0","0"
"2026-09-14","SKU-2411","Túi đựng thực phẩm 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","63000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2411-L01","2026-08-15","2026-09-13","","8","14","0","0","0","0"
"2026-09-14","SKU-2411","Túi đựng thực phẩm 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","63000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2411-L02","2026-08-05","2026-09-11","","22","9","0","0","0","0"
"2026-09-14","SKU-2411","Túi đựng thực phẩm 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","63000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2411-L03","2026-07-26","2026-09-09","","14","0","0","0","0","0"
"2026-09-14","SKU-2412","Giấy nến Cuộn 20 m","An Gia","Giấy & đồ dùng gia đình","Cuộn 20 m","gói","64500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2412-L01","2026-08-15","2026-09-13","","3","10","0","0","0","0"
"2026-09-14","SKU-2412","Giấy nến Cuộn 20 m","An Gia","Giấy & đồ dùng gia đình","Cuộn 20 m","gói","64500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2412-L02","2026-08-05","2026-09-11","","9","6","0","0","0","0"
"2026-09-14","SKU-2412","Giấy nến Cuộn 20 m","An Gia","Giấy & đồ dùng gia đình","Cuộn 20 m","gói","64500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2412-L03","2026-07-26","2026-09-09","","7","0","0","0","0","0"
"2026-09-14","SKU-2413","Giấy bạc Cuộn 20 m","An Gia","Giấy & đồ dùng gia đình","Cuộn 20 m","gói","65500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2413-L01","2026-08-15","2026-09-13","","4","3","0","0","0","0"
"2026-09-14","SKU-2413","Giấy bạc Cuộn 20 m","An Gia","Giấy & đồ dùng gia đình","Cuộn 20 m","gói","65500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2413-L02","2026-08-05","2026-09-11","","10","2","0","0","0","0"
"2026-09-14","SKU-2413","Giấy bạc Cuộn 20 m","An Gia","Giấy & đồ dùng gia đình","Cuộn 20 m","gói","65500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2413-L03","2026-07-26","2026-09-09","","6","0","0","0","0","0"
"2026-09-14","SKU-2414","Màng bọc thực phẩm Cuộn 20 m","An Gia","Giấy & đồ dùng gia đình","Cuộn 20 m","gói","66500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2414-L01","2026-08-15","2026-09-13","","4","4","0","0","0","0"
"2026-09-14","SKU-2414","Màng bọc thực phẩm Cuộn 20 m","An Gia","Giấy & đồ dùng gia đình","Cuộn 20 m","gói","66500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2414-L02","2026-08-05","2026-09-11","","10","2","0","0","0","0"
"2026-09-14","SKU-2414","Màng bọc thực phẩm Cuộn 20 m","An Gia","Giấy & đồ dùng gia đình","Cuộn 20 m","gói","66500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2414-L03","2026-07-26","2026-09-09","","7","0","0","0","0","0"
"2026-09-14","SKU-2415","Miếng rửa chén 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","68000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2415-L01","2026-08-15","2026-09-13","","4","5","0","0","0","0"
"2026-09-14","SKU-2415","Miếng rửa chén 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","68000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2415-L02","2026-08-05","2026-09-11","","11","2","0","0","0","0"
"2026-09-14","SKU-2415","Miếng rửa chén 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","68000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2415-L03","2026-07-26","2026-09-09","","7","0","0","0","0","0"
"2026-09-14","SKU-2416","Găng tay gia dụng 3 đôi","An Gia","Giấy & đồ dùng gia đình","3 đôi","gói","61000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2416-L01","2026-08-15","2026-09-13","","5","12","0","0","0","0"
"2026-09-14","SKU-2416","Găng tay gia dụng 3 đôi","An Gia","Giấy & đồ dùng gia đình","3 đôi","gói","61000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2416-L02","2026-08-05","2026-09-11","","14","7","0","0","0","0"
"2026-09-14","SKU-2416","Găng tay gia dụng 3 đôi","An Gia","Giấy & đồ dùng gia đình","3 đôi","gói","61000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2416-L03","2026-07-26","2026-09-09","","9","0","0","0","0","0"
"2026-09-14","SKU-2417","Ly giấy 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","62000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2417-L01","2026-08-15","2026-09-13","","4","6","0","0","0","0"
"2026-09-14","SKU-2417","Ly giấy 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","62000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2417-L02","2026-08-05","2026-09-11","","12","3","0","0","0","0"
"2026-09-14","SKU-2417","Ly giấy 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","62000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2417-L03","2026-07-26","2026-09-09","","8","0","0","0","0","0"
"2026-09-14","SKU-2418","Ống hút giấy 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","63000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2418-L01","2026-08-15","2026-09-13","","5","6","0","0","0","0"
"2026-09-14","SKU-2418","Ống hút giấy 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","63000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2418-L02","2026-08-05","2026-09-11","","12","4","0","0","0","0"
"2026-09-14","SKU-2418","Ống hút giấy 30 cái","An Gia","Giấy & đồ dùng gia đình","30 cái","gói","63000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2418-L03","2026-07-26","2026-09-09","","8","0","0","0","0","0"
"2026-09-14","SKU-2419","Giấy vệ sinh cuộn 10 cuộn","An Gia","Giấy & đồ dùng gia đình","10 cuộn","gói","80500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2419-L01","2026-08-15","2026-09-13","","5","7","0","0","0","0"
"2026-09-14","SKU-2419","Giấy vệ sinh cuộn 10 cuộn","An Gia","Giấy & đồ dùng gia đình","10 cuộn","gói","80500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2419-L02","2026-08-05","2026-09-11","","13","4","0","0","0","0"
"2026-09-14","SKU-2419","Giấy vệ sinh cuộn 10 cuộn","An Gia","Giấy & đồ dùng gia đình","10 cuộn","gói","80500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2419-L03","2026-07-26","2026-09-09","","8","0","0","0","0","0"
"2026-09-14","SKU-2420","Khăn giấy hộp 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","81500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2420-L01","2026-08-15","2026-09-13","","5","8","0","0","0","0"
"2026-09-14","SKU-2420","Khăn giấy hộp 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","81500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2420-L02","2026-08-05","2026-09-11","","13","4","0","0","0","0"
"2026-09-14","SKU-2420","Khăn giấy hộp 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","81500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2420-L03","2026-07-26","2026-09-09","","9","0","0","0","0","0"
"2026-09-14","SKU-2421","Khăn giấy rút 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","82500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2421-L01","2026-08-15","2026-09-13","","6","15","0","0","0","0"
"2026-09-14","SKU-2421","Khăn giấy rút 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","82500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2421-L02","2026-08-05","2026-09-11","","16","9","0","0","0","0"
"2026-09-14","SKU-2421","Khăn giấy rút 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","82500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2421-L03","2026-07-26","2026-09-09","","11","0","0","0","0","0"
"2026-09-14","SKU-2422","Khăn giấy bỏ túi 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","84000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2422-L01","2026-08-15","2026-09-13","","1","9","0","0","0","0"
"2026-09-14","SKU-2422","Khăn giấy bỏ túi 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","84000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2422-L02","2026-08-05","2026-09-11","","4","5","0","0","0","0"
"2026-09-14","SKU-2422","Khăn giấy bỏ túi 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","84000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2422-L03","2026-07-26","2026-09-09","","4","0","0","0","0","0"
"2026-09-14","SKU-2423","Giấy lau bếp 10 cuộn","An Gia","Giấy & đồ dùng gia đình","10 cuộn","gói","77000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2423-L01","2026-08-15","2026-09-13","","2","9","0","0","0","0"
"2026-09-14","SKU-2423","Giấy lau bếp 10 cuộn","An Gia","Giấy & đồ dùng gia đình","10 cuộn","gói","77000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2423-L02","2026-08-05","2026-09-11","","5","6","0","0","0","0"
"2026-09-14","SKU-2423","Giấy lau bếp 10 cuộn","An Gia","Giấy & đồ dùng gia đình","10 cuộn","gói","77000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2423-L03","2026-07-26","2026-09-09","","3","0","0","0","0","0"
"2026-09-14","SKU-2424","Túi rác cỡ nhỏ 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","78000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2424-L01","2026-08-15","2026-09-13","","2","10","0","0","0","0"
"2026-09-14","SKU-2424","Túi rác cỡ nhỏ 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","78000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2424-L02","2026-08-05","2026-09-11","","5","6","0","0","0","0"
"2026-09-14","SKU-2424","Túi rác cỡ nhỏ 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","78000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2424-L03","2026-07-26","2026-09-09","","4","0","0","0","0","0"
"2026-09-14","SKU-2425","Túi rác cỡ vừa 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","79000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2425-L01","2026-08-15","2026-09-13","","2","3","0","0","0","0"
"2026-09-14","SKU-2425","Túi rác cỡ vừa 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","79000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2425-L02","2026-08-05","2026-09-11","","6","2","0","0","0","0"
"2026-09-14","SKU-2425","Túi rác cỡ vừa 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","79000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2425-L03","2026-07-26","2026-09-09","","4","0","0","0","0","0"
"2026-09-14","SKU-2426","Túi rác cỡ lớn 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","80500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2426-L01","2026-08-15","2026-09-13","","7","12","0","0","0","0"
"2026-09-14","SKU-2426","Túi rác cỡ lớn 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","80500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2426-L02","2026-08-05","2026-09-11","","19","8","0","0","0","0"
"2026-09-14","SKU-2426","Túi rác cỡ lớn 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","80500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2426-L03","2026-07-26","2026-09-09","","12","0","0","0","0","0"
"2026-09-14","SKU-2427","Túi đựng thực phẩm 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","81500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2427-L01","2026-08-15","2026-09-13","","2","5","0","0","0","0"
"2026-09-14","SKU-2427","Túi đựng thực phẩm 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","81500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2427-L02","2026-08-05","2026-09-11","","7","2","0","0","0","0"
"2026-09-14","SKU-2427","Túi đựng thực phẩm 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","81500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2427-L03","2026-07-26","2026-09-09","","5","0","0","0","0","0"
"2026-09-14","SKU-2428","Giấy nến Cuộn 30 m","An Gia","Giấy & đồ dùng gia đình","Cuộn 30 m","gói","82500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2428-L01","2026-08-15","2026-09-13","","3","5","0","0","0","0"
"2026-09-14","SKU-2428","Giấy nến Cuộn 30 m","An Gia","Giấy & đồ dùng gia đình","Cuộn 30 m","gói","82500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2428-L02","2026-08-05","2026-09-11","","7","3","0","0","0","0"
"2026-09-14","SKU-2428","Giấy nến Cuộn 30 m","An Gia","Giấy & đồ dùng gia đình","Cuộn 30 m","gói","82500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2428-L03","2026-07-26","2026-09-09","","5","0","0","0","0","0"
"2026-09-14","SKU-2429","Giấy bạc Cuộn 30 m","An Gia","Giấy & đồ dùng gia đình","Cuộn 30 m","gói","84000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2429-L01","2026-08-15","2026-09-13","","3","6","0","0","0","0"
"2026-09-14","SKU-2429","Giấy bạc Cuộn 30 m","An Gia","Giấy & đồ dùng gia đình","Cuộn 30 m","gói","84000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2429-L02","2026-08-05","2026-09-11","","8","3","0","0","0","0"
"2026-09-14","SKU-2429","Giấy bạc Cuộn 30 m","An Gia","Giấy & đồ dùng gia đình","Cuộn 30 m","gói","84000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2429-L03","2026-07-26","2026-09-09","","5","0","0","0","0","0"
"2026-09-14","SKU-2430","Màng bọc thực phẩm Cuộn 30 m","An Gia","Giấy & đồ dùng gia đình","Cuộn 30 m","gói","77000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2430-L01","2026-08-15","2026-09-13","","3","6","0","0","0","0"
"2026-09-14","SKU-2430","Màng bọc thực phẩm Cuộn 30 m","An Gia","Giấy & đồ dùng gia đình","Cuộn 30 m","gói","77000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2430-L02","2026-08-05","2026-09-11","","8","4","0","0","0","0"
"2026-09-14","SKU-2430","Màng bọc thực phẩm Cuộn 30 m","An Gia","Giấy & đồ dùng gia đình","Cuộn 30 m","gói","77000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2430-L03","2026-07-26","2026-09-09","","6","0","0","0","0","0"
"2026-09-14","SKU-2431","Miếng rửa chén 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","78000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2431-L01","2026-08-15","2026-09-13","","8","10","0","0","0","0"
"2026-09-14","SKU-2431","Miếng rửa chén 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","78000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2431-L02","2026-08-05","2026-09-11","","21","6","0","0","0","0"
"2026-09-14","SKU-2431","Miếng rửa chén 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","78000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2431-L03","2026-07-26","2026-09-09","","14","0","0","0","0","0"
"2026-09-14","SKU-2432","Găng tay gia dụng 4 đôi","An Gia","Giấy & đồ dùng gia đình","4 đôi","gói","79000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2432-L01","2026-08-15","2026-09-13","","3","8","0","0","0","0"
"2026-09-14","SKU-2432","Găng tay gia dụng 4 đôi","An Gia","Giấy & đồ dùng gia đình","4 đôi","gói","79000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2432-L02","2026-08-05","2026-09-11","","9","4","0","0","0","0"
"2026-09-14","SKU-2432","Găng tay gia dụng 4 đôi","An Gia","Giấy & đồ dùng gia đình","4 đôi","gói","79000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2432-L03","2026-07-26","2026-09-09","","7","0","0","0","0","0"
"2026-09-14","SKU-2433","Ly giấy 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","80500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2433-L01","2026-08-15","2026-09-13","","4","8","0","0","0","0"
"2026-09-14","SKU-2433","Ly giấy 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","80500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2433-L02","2026-08-05","2026-09-11","","10","5","0","0","0","0"
"2026-09-14","SKU-2433","Ly giấy 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","80500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2433-L03","2026-07-26","2026-09-09","","6","0","0","0","0","0"
"2026-09-14","SKU-2434","Ống hút giấy 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","81500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2434-L01","2026-08-15","2026-09-13","","4","9","0","0","0","0"
"2026-09-14","SKU-2434","Ống hút giấy 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","81500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2434-L02","2026-08-05","2026-09-11","","10","5","0","0","0","0"
"2026-09-14","SKU-2434","Ống hút giấy 50 cái","An Gia","Giấy & đồ dùng gia đình","50 cái","gói","81500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2434-L03","2026-07-26","2026-09-09","","7","0","0","0","0","0"
"2026-09-14","SKU-2435","Giấy vệ sinh cuộn 12 cuộn","An Gia","Giấy & đồ dùng gia đình","12 cuộn","gói","98500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2435-L01","2026-08-15","2026-09-13","","4","9","0","0","0","0"
"2026-09-14","SKU-2435","Giấy vệ sinh cuộn 12 cuộn","An Gia","Giấy & đồ dùng gia đình","12 cuộn","gói","98500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2435-L02","2026-08-05","2026-09-11","","11","6","0","0","0","0"
"2026-09-14","SKU-2435","Giấy vệ sinh cuộn 12 cuộn","An Gia","Giấy & đồ dùng gia đình","12 cuộn","gói","98500","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2435-L03","2026-07-26","2026-09-09","","7","0","0","0","0","0"
"2026-09-14","SKU-2436","Khăn giấy hộp 100 cái","An Gia","Giấy & đồ dùng gia đình","100 cái","gói","100000","B7","KHÔ-14","Kho khô · 15–30°C","SKU-2436-L01","2026-08-15","2026-09-13","","9","13","0","0","0","0"
